ID,ISLEAF,ISSHORTTERM,PARENT_ID,CAT1,CAT2,DESCRIPTION
L11156-11157-4,1,0,0,11156,11157,Improved methods of communication
L11156-11157-5,1,0,0,11156,11157,Improved communication thru team huddles or meetings
L11156-11157-6,1,0,0,11156,11157,Additional training
L11156-11157-7,1,0,0,11156,11157,Review of key processes
L11156-11157-8,1,0,0,11156,11157,Establishment of process improvement program
L11156-11157-9,1,0,0,11156,11157,Establishment of safety culture program
L11172-11173-1,1,0,0,11172,11173,Decreased interruptions/distractions
L11172-11173-10,1,0,0,11172,11173,Evaluation of workload and staffing levels
L11172-11173-11,1,0,0,11172,11173,Hiring of additional personnel/expertise
L11172-11173-12,1,0,0,11172,11173,New or upgraded software/machine
L11172-11173-13,1,0,0,11172,11173,Improved IT support/networking
L11172-11173-14,1,0,0,11172,11173,Improved vendor support/service
L11172-11173-15,1,0,0,11172,11173,New or improved equipment/instrumentation
L11172-11173-16,1,0,0,11172,11173,Internal/external audits with recommendations
L11172-11173-17,1,0,0,11172,11173,Creation of team to implement action plan
L11172-11173-18,1,0,0,11172,11173,New procedures
L11172-11173-19,1,0,0,11172,11173,Improved procedure
L11172-11173-2,1,0,0,11172,11173,Increased attention to detail
L11172-11173-20,1,0,0,11172,11173,Procedural checklist
L11172-11173-21,1,0,0,11172,11173,Custom Attribute
L11172-11173-3,1,0,0,11172,11173,"Increased oversight, supervision, or leadership"
L11172-11173-4,1,0,0,11172,11173,Improved methods of communication
L11172-11173-5,1,0,0,11172,11173,Improved communication thru team huddles or meetings
L11172-11173-6,1,0,0,11172,11173,Additional training
L11172-11173-7,1,0,0,11172,11173,Review of key processes
L11172-11173-8,1,0,0,11172,11173,Establishment of process improvement program
L11172-11173-9,1,0,0,11172,11173,Establishment of safety culture program
L11172-11194-1,1,0,0,11172,11194,Decreased interruptions/distractions
L11172-11194-10,1,0,0,11172,11194,Evaluation of workload and staffing levels
L11172-11194-11,1,0,0,11172,11194,Hiring of additional personnel/expertise
L11172-11194-12,1,0,0,11172,11194,New or upgraded software/machine
L11172-11194-13,1,0,0,11172,11194,Improved IT support/networking
L11172-11194-14,1,0,0,11172,11194,Improved vendor support/service
L11172-11194-15,1,0,0,11172,11194,New or improved equipment/instrumentation
L11172-11194-16,1,0,0,11172,11194,Internal/external audits with recommendations
L11172-11194-17,1,0,0,11172,11194,Creation of team to implement action plan
L11172-11194-18,1,0,0,11172,11194,New procedures
L11172-11194-19,1,0,0,11172,11194,Improved procedure
L11172-11194-2,1,0,0,11172,11194,Increased attention to detail
L11172-11194-20,1,0,0,11172,11194,Procedural checklist
L11172-11194-21,1,0,0,11172,11194,Custom Attribute
L11172-11194-3,1,0,0,11172,11194,"Increased oversight, supervision, or leadership"
L11172-11194-4,1,0,0,11172,11194,Improved methods of communication
L11172-11194-5,1,0,0,11172,11194,Improved communication thru team huddles or meetings
L11172-11194-6,1,0,0,11172,11194,Additional training
L11172-11194-7,1,0,0,11172,11194,Review of key processes
L11172-11194-8,1,0,0,11172,11194,Establishment of process improvement program
L11172-11194-9,1,0,0,11172,11194,Establishment of safety culture program
L11172-11210-1,1,0,0,11172,11210,Decreased interruptions/distractions
L11172-11210-10,1,0,0,11172,11210,Evaluation of workload and staffing levels
L11172-11210-11,1,0,0,11172,11210,Hiring of additional personnel/expertise
L11172-11210-12,1,0,0,11172,11210,New or upgraded software/machine
L11172-11210-13,1,0,0,11172,11210,Improved IT support/networking
L11172-11210-14,1,0,0,11172,11210,Improved vendor support/service
L11172-11210-15,1,0,0,11172,11210,New or improved equipment/instrumentation
L11172-11210-16,1,0,0,11172,11210,Internal/external audits with recommendations
L11172-11210-17,1,0,0,11172,11210,Creation of team to implement action plan
L11172-11210-18,1,0,0,11172,11210,New procedures
L11172-11210-19,1,0,0,11172,11210,Improved procedure
L11172-11210-2,1,0,0,11172,11210,Increased attention to detail
L11172-11210-20,1,0,0,11172,11210,Procedural checklist
L11172-11210-21,1,0,0,11172,11210,Custom Attribute
L11172-11210-3,1,0,0,11172,11210,"Increased oversight, supervision, or leadership"
L11172-11210-4,1,0,0,11172,11210,Improved methods of communication
L11172-11210-5,1,0,0,11172,11210,Improved communication thru team huddles or meetings
L11172-11210-6,1,0,0,11172,11210,Additional training
L11172-11210-7,1,0,0,11172,11210,Review of key processes
L11172-11210-8,1,0,0,11172,11210,Establishment of process improvement program
L11172-11210-9,1,0,0,11172,11210,Establishment of safety culture program
L11172-11226-1,1,0,0,11172,11226,Decreased interruptions/distractions
L11172-11226-10,1,0,0,11172,11226,Evaluation of workload and staffing levels
L11172-11226-11,1,0,0,11172,11226,Hiring of additional personnel/expertise
L11172-11226-12,1,0,0,11172,11226,New or upgraded software/machine
L11172-11226-13,1,0,0,11172,11226,Improved IT support/networking
L11172-11226-14,1,0,0,11172,11226,Improved vendor support/service
L11172-11226-15,1,0,0,11172,11226,New or improved equipment/instrumentation
L11172-11226-16,1,0,0,11172,11226,Internal/external audits with recommendations
L11172-11226-17,1,0,0,11172,11226,Creation of team to implement action plan
L11172-11226-18,1,0,0,11172,11226,New procedures
L11172-11226-19,1,0,0,11172,11226,Improved procedure
L11172-11226-2,1,0,0,11172,11226,Increased attention to detail
L11172-11226-20,1,0,0,11172,11226,Procedural checklist
L11172-11226-21,1,0,0,11172,11226,Custom Attribute
L11172-11226-3,1,0,0,11172,11226,"Increased oversight, supervision, or leadership"
L11172-11226-4,1,0,0,11172,11226,Improved methods of communication
L11172-11226-5,1,0,0,11172,11226,Improved communication thru team huddles or meetings
L11172-11226-6,1,0,0,11172,11226,Additional training
L11172-11226-7,1,0,0,11172,11226,Review of key processes
L11172-11226-8,1,0,0,11172,11226,Establishment of process improvement program
L11172-11226-9,1,0,0,11172,11226,Establishment of safety culture program
L11172-11246-1,1,0,0,11172,11246,Decreased interruptions/distractions
L11172-11246-10,1,0,0,11172,11246,Evaluation of workload and staffing levels
L11172-11246-11,1,0,0,11172,11246,Hiring of additional personnel/expertise
L11172-11246-12,1,0,0,11172,11246,New or upgraded software/machine
L11172-11246-13,1,0,0,11172,11246,Improved IT support/networking
L11172-11246-14,1,0,0,11172,11246,Improved vendor support/service
L11172-11246-15,1,0,0,11172,11246,New or improved equipment/instrumentation
L11172-11246-16,1,0,0,11172,11246,Internal/external audits with recommendations
L11172-11246-17,1,0,0,11172,11246,Creation of team to implement action plan
L11172-11246-18,1,0,0,11172,11246,New procedures
L11172-11246-19,1,0,0,11172,11246,Improved procedure
L11172-11246-2,1,0,0,11172,11246,Increased attention to detail
L11172-11246-20,1,0,0,11172,11246,Procedural checklist
L11172-11246-21,1,0,0,11172,11246,Custom Attribute
L11172-11246-3,1,0,0,11172,11246,"Increased oversight, supervision, or leadership"
L11172-11246-4,1,0,0,11172,11246,Improved methods of communication
L11172-11246-5,1,0,0,11172,11246,Improved communication thru team huddles or meetings
L11172-11246-6,1,0,0,11172,11246,Additional training
L11172-11246-7,1,0,0,11172,11246,Review of key processes
L11172-11246-8,1,0,0,11172,11246,Establishment of process improvement program
L11172-11246-9,1,0,0,11172,11246,Establishment of safety culture program
L11172-11266-1,1,0,0,11172,11266,Additional training
L11172-11266-10,1,0,0,11172,11266,Improved equipment/instrumentation
L11172-11266-11,1,0,0,11172,11266,Internal audits with recommendations
L11172-11266-12,1,0,0,11172,11266,External audits with recommendations
L11172-11266-13,1,0,0,11172,11266,Review of key processes
L11172-11266-14,1,0,0,11172,11266,Establishment of continuous improvement program
L11172-11266-15,1,0,0,11172,11266,Custom Attribute
L11172-11266-2,1,0,0,11172,11266,New procedures
L11172-11266-3,1,0,0,11172,11266,Improved procedure
L11172-11266-4,1,0,0,11172,11266,Procedural checklist
L11172-11266-5,1,0,0,11172,11266,Increased oversight or supervision
L11172-11266-6,1,0,0,11172,11266,Increased attention to detail
L11172-11266-7,1,0,0,11172,11266,Improved communication through periodic meetings
L11172-11266-8,1,0,0,11172,11266,Evaluation of workload and staffing levels
L11172-11266-9,1,0,0,11172,11266,Hiring of additional personnel/expertise
L11172-11279-1,1,0,0,11172,11279,Additional training
L11172-11279-10,1,0,0,11172,11279,Improved equipment/instrumentation
L11172-11279-11,1,0,0,11172,11279,Internal audits with recommendations
L11172-11279-12,1,0,0,11172,11279,External audits with recommendations
L11172-11279-13,1,0,0,11172,11279,Review of key processes
L11172-11279-14,1,0,0,11172,11279,Establishment of continuous improvement program
L11172-11279-15,1,0,0,11172,11279,Custom Attribute
L11172-11279-2,1,0,0,11172,11279,New procedures
L11172-11279-3,1,0,0,11172,11279,Improved procedure
L11172-11279-4,1,0,0,11172,11279,Procedural checklist
L11172-11279-5,1,0,0,11172,11279,Increased oversight or supervision
L11172-11279-6,1,0,0,11172,11279,Increased attention to detail
L11172-11279-7,1,0,0,11172,11279,Improved communication through periodic meetings
L11172-11279-8,1,0,0,11172,11279,Evaluation of workload and staffing levels
L11172-11279-9,1,0,0,11172,11279,Hiring of additional personnel/expertise
L11172-11318-1,1,0,0,11172,11318,Additional training
L11172-11318-10,1,0,0,11172,11318,Improved equipment/instrumentation
L11172-11318-11,1,0,0,11172,11318,Internal audits with recommendations
L11172-11318-12,1,0,0,11172,11318,External audits with recommendations
L11172-11318-13,1,0,0,11172,11318,Review of key processes
L11172-11318-14,1,0,0,11172,11318,Establishment of continuous improvement program
L11172-11318-15,1,0,0,11172,11318,Custom Attribute
L11172-11318-2,1,0,0,11172,11318,New procedures
L11172-11318-3,1,0,0,11172,11318,Improved procedure
L11172-11318-4,1,0,0,11172,11318,Procedural checklist
L11172-11318-5,1,0,0,11172,11318,Increased oversight or supervision
L11172-11318-6,1,0,0,11172,11318,Increased attention to detail
L11172-11318-7,1,0,0,11172,11318,Improved communication through periodic meetings
L11172-11318-8,1,0,0,11172,11318,Evaluation of workload and staffing levels
L11172-11318-9,1,0,0,11172,11318,Hiring of additional personnel/expertise
L11172-11329-1,1,0,0,11172,11329,Additional training
L11172-11329-10,1,0,0,11172,11329,Improved equipment/instrumentation
L11172-11329-11,1,0,0,11172,11329,Internal audits with recommendations
L11172-11329-12,1,0,0,11172,11329,External audits with recommendations
L11172-11329-13,1,0,0,11172,11329,Review of key processes
L11172-11329-14,1,0,0,11172,11329,Establishment of continuous improvement program
L11172-11329-15,1,0,0,11172,11329,Custom Attribute
L11172-11329-2,1,0,0,11172,11329,New procedures
L11172-11329-3,1,0,0,11172,11329,Improved procedure
L11172-11329-4,1,0,0,11172,11329,Procedural checklist
L11172-11329-5,1,0,0,11172,11329,Increased oversight or supervision
L11172-11329-6,1,0,0,11172,11329,Increased attention to detail
L11172-11329-7,1,0,0,11172,11329,Improved communication through periodic meetings
L11172-11329-8,1,0,0,11172,11329,Evaluation of workload and staffing levels
L11172-11329-9,1,0,0,11172,11329,Hiring of additional personnel/expertise
L11172-12647-1,1,0,0,11172,12647,Decreased interruptions/distractions
L11172-12647-10,1,0,0,11172,12647,Evaluation of workload and staffing levels
L11172-12647-11,1,0,0,11172,12647,Hiring of additional personnel/expertise
L11172-12647-12,1,0,0,11172,12647,New or upgraded software/machine
L11172-12647-13,1,0,0,11172,12647,Improved IT support/networking
L11172-12647-14,1,0,0,11172,12647,Improved vendor support/service
L11172-12647-15,1,0,0,11172,12647,New or improved equipment/instrumentation
L11172-12647-16,1,0,0,11172,12647,Internal/external audits with recommendations
L11172-12647-17,1,0,0,11172,12647,Creation of team to implement action plan
L11172-12647-18,1,0,0,11172,12647,New procedures
L11172-12647-19,1,0,0,11172,12647,Improved procedure
L11172-12647-2,1,0,0,11172,12647,Increased attention to detail
L11172-12647-20,1,0,0,11172,12647,Procedural checklist
L11172-12647-21,1,0,0,11172,12647,Custom Attribute
L11172-12647-3,1,0,0,11172,12647,"Increased oversight, supervision, or leadership"
L11172-12647-4,1,0,0,11172,12647,Improved methods of communication
L11172-12647-5,1,0,0,11172,12647,Improved communication thru team huddles or meetings
L11172-12647-6,1,0,0,11172,12647,Additional training
L11172-12647-7,1,0,0,11172,12647,Review of key processes
L11172-12647-8,1,0,0,11172,12647,Establishment of process improvement program
L11172-12647-9,1,0,0,11172,12647,Establishment of safety culture program
L11172-12661-1,1,0,0,11172,12661,Decreased interruptions/distractions
L11172-12661-10,1,0,0,11172,12661,Evaluation of workload and staffing levels
L11172-12661-11,1,0,0,11172,12661,Hiring of additional personnel/expertise
L11172-12661-12,1,0,0,11172,12661,New or upgraded software/machine
L11172-12661-13,1,0,0,11172,12661,Improved IT support/networking
L11172-12661-14,1,0,0,11172,12661,Improved vendor support/service
L11172-12661-15,1,0,0,11172,12661,New or improved equipment/instrumentation
L11172-12661-16,1,0,0,11172,12661,Internal/external audits with recommendations
L11172-12661-17,1,0,0,11172,12661,Creation of team to implement action plan
L11172-12661-18,1,0,0,11172,12661,New procedures
L11172-12661-19,1,0,0,11172,12661,Improved procedure
L11172-12661-2,1,0,0,11172,12661,Increased attention to detail
L11172-12661-20,1,0,0,11172,12661,Procedural checklist
L11172-12661-21,1,0,0,11172,12661,Custom Attribute
L11172-12661-3,1,0,0,11172,12661,"Increased oversight, supervision, or leadership"
L11172-12661-4,1,0,0,11172,12661,Improved methods of communication
L11172-12661-5,1,0,0,11172,12661,Improved communication thru team huddles or meetings
L11172-12661-6,1,0,0,11172,12661,Additional training
L11172-12661-7,1,0,0,11172,12661,Review of key processes
L11172-12661-8,1,0,0,11172,12661,Establishment of process improvement program
L11172-12661-9,1,0,0,11172,12661,Establishment of safety culture program
L11172-12709-1,1,0,0,11172,12709,Decreased interruptions/distractions
L11172-12709-10,1,0,0,11172,12709,Evaluation of workload and staffing levels
L11172-12709-11,1,0,0,11172,12709,Hiring of additional personnel/expertise
L11172-12709-12,1,0,0,11172,12709,New or upgraded software/machine
L11172-12709-13,1,0,0,11172,12709,Improved IT support/networking
L11172-12709-14,1,0,0,11172,12709,Improved vendor support/service
L11172-12709-15,1,0,0,11172,12709,New or improved equipment/instrumentation
L11172-12709-16,1,0,0,11172,12709,Internal/external audits with recommendations
L11172-12709-17,1,0,0,11172,12709,Creation of team to implement action plan
L11172-12709-18,1,0,0,11172,12709,New procedures
L11172-12709-19,1,0,0,11172,12709,Improved procedure
L11172-12709-2,1,0,0,11172,12709,Increased attention to detail
L11172-12709-20,1,0,0,11172,12709,Procedural checklist
L11172-12709-21,1,0,0,11172,12709,Custom Attribute
L11172-12709-3,1,0,0,11172,12709,"Increased oversight, supervision, or leadership"
L11172-12709-4,1,0,0,11172,12709,Improved methods of communication
L11172-12709-5,1,0,0,11172,12709,Improved communication thru team huddles or meetings
L11172-12709-6,1,0,0,11172,12709,Additional training
L11172-12709-7,1,0,0,11172,12709,Review of key processes
L11172-12709-8,1,0,0,11172,12709,Establishment of process improvement program
L11172-12709-9,1,0,0,11172,12709,Establishment of safety culture program
L11172-12718-1,1,0,0,11172,12718,Decreased interruptions/distractions
L11172-12718-10,1,0,0,11172,12718,Evaluation of workload and staffing levels
L11172-12718-11,1,0,0,11172,12718,Hiring of additional personnel/expertise
L11172-12718-12,1,0,0,11172,12718,New or upgraded software/machine
L11172-12718-13,1,0,0,11172,12718,Improved IT support/networking
L11172-12718-14,1,0,0,11172,12718,Improved vendor support/service
L11172-12718-15,1,0,0,11172,12718,New or improved equipment/instrumentation
L11172-12718-16,1,0,0,11172,12718,Internal/external audits with recommendations
L11172-12718-17,1,0,0,11172,12718,Creation of team to implement action plan
L11172-12718-18,1,0,0,11172,12718,New procedures
L11172-12718-19,1,0,0,11172,12718,Improved procedure
L11172-12718-2,1,0,0,11172,12718,Increased attention to detail
L11172-12718-20,1,0,0,11172,12718,Procedural checklist
L11172-12718-21,1,0,0,11172,12718,Custom Attribute
L11172-12718-3,1,0,0,11172,12718,"Increased oversight, supervision, or leadership"
L11172-12718-4,1,0,0,11172,12718,Improved methods of communication
L11172-12718-5,1,0,0,11172,12718,Improved communication thru team huddles or meetings
L11172-12718-6,1,0,0,11172,12718,Additional training
L11172-12718-7,1,0,0,11172,12718,Review of key processes
L11172-12718-8,1,0,0,11172,12718,Establishment of process improvement program
L11172-12718-9,1,0,0,11172,12718,Establishment of safety culture program
L11351-11352-1,1,0,0,11351,11352,Additional training
L11351-11352-10,1,0,0,11351,11352,Improved equipment/instrumentation
L11351-11352-11,1,0,0,11351,11352,New machine/equipment
L11351-11352-12,1,0,0,11351,11352,Internal audits with recommendations
L11351-11352-13,1,0,0,11351,11352,External audits with recommendations
L11351-11352-14,1,0,0,11351,11352,Review of key processes
L11351-11352-15,1,0,0,11351,11352,Establishment of continuous improvement program
L11351-11352-16,1,0,0,11351,11352,Custom Attribute
L11351-11352-2,1,0,0,11351,11352,New procedures
L11351-11352-3,1,0,0,11351,11352,Improved procedure
L11351-11352-4,1,0,0,11351,11352,Procedural checklist
L11351-11352-5,1,0,0,11351,11352,Increased oversight or supervision
L11351-11352-6,1,0,0,11351,11352,Increased attention to detail
L11351-11352-7,1,0,0,11351,11352,Improved communication through periodic meetings
L11351-11352-8,1,0,0,11351,11352,Evaluation of workload and staffing levels
L11351-11352-9,1,0,0,11351,11352,Hiring of additional personnel/expertise
L11351-11376-1,1,0,0,11351,11376,Additional training
L11351-11376-10,1,0,0,11351,11376,Internal audits with recommendations
L11351-11376-11,1,0,0,11351,11376,External audits with recommendations
L11351-11376-12,1,0,0,11351,11376,Review of key processes
L11351-11376-13,1,0,0,11351,11376,Establishment of continuous improvement program
L11351-11376-14,1,0,0,11351,11376,Custom Attribute
L11351-11376-2,1,0,0,11351,11376,New procedures
L11351-11376-3,1,0,0,11351,11376,Improved procedure
L11351-11376-4,1,0,0,11351,11376,Procedural checklist
L11351-11376-5,1,0,0,11351,11376,Increased oversight or supervision
L11351-11376-6,1,0,0,11351,11376,Increased attention to detail
L11351-11376-7,1,0,0,11351,11376,Improved communication through periodic meetings
L11351-11376-8,1,0,0,11351,11376,Evaluation of workload and staffing levels
L11351-11376-9,1,0,0,11351,11376,Hiring of additional personnel/expertise
L11351-11392-1,1,0,0,11351,11392,Additional training
L11351-11392-10,1,0,0,11351,11392,Internal audits with recommendations
L11351-11392-11,1,0,0,11351,11392,External audits with recommendations
L11351-11392-12,1,0,0,11351,11392,Review of key processes
L11351-11392-13,1,0,0,11351,11392,Establishment of continuous improvement program
L11351-11392-14,1,0,0,11351,11392,Custom Attribute
L11351-11392-2,1,0,0,11351,11392,New procedures
L11351-11392-3,1,0,0,11351,11392,Improved procedure
L11351-11392-4,1,0,0,11351,11392,Procedural checklist
L11351-11392-5,1,0,0,11351,11392,Increased oversight or supervision
L11351-11392-6,1,0,0,11351,11392,Increased attention to detail
L11351-11392-7,1,0,0,11351,11392,Improved communication through periodic meetings
L11351-11392-8,1,0,0,11351,11392,Evaluation of workload and staffing levels
L11351-11392-9,1,0,0,11351,11392,Hiring of additional personnel/expertise
L11351-11413-1,1,0,0,11351,11413,Additional training
L11351-11413-10,1,0,0,11351,11413,Improved equipment/instrumentation
L11351-11413-11,1,0,0,11351,11413,New machine/equipment
L11351-11413-12,1,0,0,11351,11413,Internal audits with recommendations
L11351-11413-13,1,0,0,11351,11413,External audits with recommendations
L11351-11413-14,1,0,0,11351,11413,Review of key processes
L11351-11413-15,1,0,0,11351,11413,Establishment of continuous improvement program
L11351-11413-16,1,0,0,11351,11413,Custom Attribute
L11351-11413-2,1,0,0,11351,11413,New procedures
L11351-11413-3,1,0,0,11351,11413,Improved procedure
L11351-11413-4,1,0,0,11351,11413,Procedural checklist
L11351-11413-5,1,0,0,11351,11413,Increased oversight or supervision
L11351-11413-6,1,0,0,11351,11413,Increased attention to detail
L11351-11413-7,1,0,0,11351,11413,Improved communication through periodic meetings
L11351-11413-8,1,0,0,11351,11413,Evaluation of workload and staffing levels
L11351-11413-9,1,0,0,11351,11413,Hiring of additional personnel/expertise
L11351-11422-1,1,0,0,11351,11422,Additional training
L11351-11422-10,1,0,0,11351,11422,Improved equipment/instrumentation
L11351-11422-11,1,0,0,11351,11422,New machine/equipment
L11351-11422-12,1,0,0,11351,11422,Internal audits with recommendations
L11351-11422-13,1,0,0,11351,11422,External audits with recommendations
L11351-11422-14,1,0,0,11351,11422,Review of key processes
L11351-11422-15,1,0,0,11351,11422,Establishment of continuous improvement program
L11351-11422-16,1,0,0,11351,11422,Custom Attribute
L11351-11422-2,1,0,0,11351,11422,New procedures
L11351-11422-3,1,0,0,11351,11422,Improved procedure
L11351-11422-4,1,0,0,11351,11422,Procedural checklist
L11351-11422-5,1,0,0,11351,11422,Increased oversight or supervision
L11351-11422-6,1,0,0,11351,11422,Increased attention to detail
L11351-11422-7,1,0,0,11351,11422,Improved communication through periodic meetings
L11351-11422-8,1,0,0,11351,11422,Evaluation of workload and staffing levels
L11351-11422-9,1,0,0,11351,11422,Hiring of additional personnel/expertise
L11351-11451-1,1,0,0,11351,11451,Additional training
L11351-11451-10,1,0,0,11351,11451,Improved equipment/instrumentation
L11351-11451-11,1,0,0,11351,11451,New machine/equipment
L11351-11451-12,1,0,0,11351,11451,Internal audits with recommendations
L11351-11451-13,1,0,0,11351,11451,External audits with recommendations
L11351-11451-14,1,0,0,11351,11451,Review of key processes
L11351-11451-15,1,0,0,11351,11451,Establishment of continuous improvement program
L11351-11451-16,1,0,0,11351,11451,Custom Attribute
L11351-11451-2,1,0,0,11351,11451,New procedures
L11351-11451-3,1,0,0,11351,11451,Improved procedure
L11351-11451-4,1,0,0,11351,11451,Procedural checklist
L11351-11451-5,1,0,0,11351,11451,Increased oversight or supervision
L11351-11451-6,1,0,0,11351,11451,Increased attention to detail
L11351-11451-7,1,0,0,11351,11451,Improved communication through periodic meetings
L11351-11451-8,1,0,0,11351,11451,Evaluation of workload and staffing levels
L11351-11451-9,1,0,0,11351,11451,Hiring of additional personnel/expertise
L11466-11468-1,1,0,0,11466,11468,Decreased interruptions/distractions
L11466-11468-10,1,0,0,11466,11468,Evaluation of workload and staffing levels
L11466-11468-11,1,0,0,11466,11468,Hiring of additional personnel/expertise
L11466-11468-12,1,0,0,11466,11468,New or upgraded software/machine
L11466-11468-13,1,0,0,11466,11468,Improved IT support/networking
L11466-11468-14,1,0,0,11466,11468,Improved vendor support/service
L11466-11468-15,1,0,0,11466,11468,New or improved equipment/instrumentation
L11466-11468-16,1,0,0,11466,11468,Internal/external audits with recommendations
L11466-11468-17,1,0,0,11466,11468,Creation of team to implement action plan
L11466-11468-18,1,0,0,11466,11468,New procedures
L11466-11468-19,1,0,0,11466,11468,Improved procedure
L11466-11468-2,1,0,0,11466,11468,Increased attention to detail
L11466-11468-20,1,0,0,11466,11468,Procedural checklist
L11466-11468-21,1,0,0,11466,11468,Custom Attribute
L11466-11468-3,1,0,0,11466,11468,"Increased oversight, supervision, or leadership"
L11466-11468-4,1,0,0,11466,11468,Improved methods of communication
L11466-11468-5,1,0,0,11466,11468,Improved communication thru team huddles or meetings
L11466-11468-6,1,0,0,11466,11468,Additional training
L11466-11468-7,1,0,0,11466,11468,Review of key processes
L11466-11468-8,1,0,0,11466,11468,Establishment of process improvement program
L11466-11468-9,1,0,0,11466,11468,Establishment of safety culture program
L11466-11885-1,1,0,0,11466,11885,Decreased interruptions/distractions
L11466-11885-10,1,0,0,11466,11885,Evaluation of workload and staffing levels
L11466-11885-11,1,0,0,11466,11885,Hiring of additional personnel/expertise
L11466-11885-12,1,0,0,11466,11885,New or upgraded software/machine
L11466-11885-13,1,0,0,11466,11885,Improved IT support/networking
L11466-11885-14,1,0,0,11466,11885,Improved vendor support/service
L11466-11885-15,1,0,0,11466,11885,New or improved equipment/instrumentation
L11466-11885-16,1,0,0,11466,11885,Internal/external audits with recommendations
L11466-11885-17,1,0,0,11466,11885,Creation of team to implement action plan
L11466-11885-18,1,0,0,11466,11885,New procedures
L11466-11885-19,1,0,0,11466,11885,Improved procedure
L11466-11885-2,1,0,0,11466,11885,Increased attention to detail
L11466-11885-20,1,0,0,11466,11885,Procedural checklist
L11466-11885-21,1,0,0,11466,11885,Custom Attribute
L11466-11885-3,1,0,0,11466,11885,"Increased oversight, supervision, or leadership"
L11466-11885-4,1,0,0,11466,11885,Improved methods of communication
L11466-11885-5,1,0,0,11466,11885,Improved communication thru team huddles or meetings
L11466-11885-6,1,0,0,11466,11885,Additional training
L11466-11885-7,1,0,0,11466,11885,Review of key processes
L11466-11885-8,1,0,0,11466,11885,Establishment of process improvement program
L11466-11885-9,1,0,0,11466,11885,Establishment of safety culture program
L11488-11489-1,1,0,0,11488,11489,Decreased interruptions/distractions
L11488-11489-10,1,0,0,11488,11489,Evaluation of workload and staffing levels
L11488-11489-11,1,0,0,11488,11489,Hiring of additional personnel/expertise
L11488-11489-12,1,0,0,11488,11489,New or upgraded software/machine
L11488-11489-13,1,0,0,11488,11489,Improved IT support/networking
L11488-11489-14,1,0,0,11488,11489,Improved vendor support/service
L11488-11489-15,1,0,0,11488,11489,New or improved equipment/instrumentation
L11488-11489-16,1,0,0,11488,11489,Internal/external audits with recommendations
L11488-11489-17,1,0,0,11488,11489,Creation of team to implement action plan
L11488-11489-18,1,0,0,11488,11489,New procedures
L11488-11489-19,1,0,0,11488,11489,Improved procedure
L11488-11489-2,1,0,0,11488,11489,Increased attention to detail
L11488-11489-20,1,0,0,11488,11489,Procedural checklist
L11488-11489-21,1,0,0,11488,11489,Custom Attribute
L11488-11489-3,1,0,0,11488,11489,"Increased oversight, supervision, or leadership"
L11488-11489-4,1,0,0,11488,11489,Improved methods of communication
L11488-11489-5,1,0,0,11488,11489,Improved communication thru team huddles or meetings
L11488-11489-6,1,0,0,11488,11489,Additional training
L11488-11489-7,1,0,0,11488,11489,Review of key processes
L11488-11489-8,1,0,0,11488,11489,Establishment of process improvement program
L11488-11489-9,1,0,0,11488,11489,Establishment of safety culture program
L11501-11502-1,1,0,0,11501,11502,Additional training
L11501-11502-10,1,0,0,11501,11502,Improved equipment/instrumentation
L11501-11502-11,1,0,0,11501,11502,New machine/equipment
L11501-11502-12,1,0,0,11501,11502,Internal audits with recommendations
L11501-11502-13,1,0,0,11501,11502,External audits with recommendations
L11501-11502-14,1,0,0,11501,11502,Review of key processes
L11501-11502-15,1,0,0,11501,11502,Establishment of continuous improvement program
L11501-11502-16,1,0,0,11501,11502,Custom Attribute
L11501-11502-2,1,0,0,11501,11502,New procedures
L11501-11502-3,1,0,0,11501,11502,Improved procedure
L11501-11502-4,1,0,0,11501,11502,Procedural checklist
L11501-11502-5,1,0,0,11501,11502,Increased oversight or supervision
L11501-11502-6,1,0,0,11501,11502,Increased attention to detail
L11501-11502-7,1,0,0,11501,11502,Improved communication through periodic meetings
L11501-11502-8,1,0,0,11501,11502,Evaluation of workload and staffing levels
L11501-11502-9,1,0,0,11501,11502,Hiring of additional personnel/expertise
L11501-11520-1,1,0,0,11501,11520,Decreased interruptions/distractions
L11501-11520-10,1,0,0,11501,11520,Evaluation of workload and staffing levels
L11501-11520-11,1,0,0,11501,11520,Hiring of additional personnel/expertise
L11501-11520-12,1,0,0,11501,11520,New or upgraded software/machine
L11501-11520-13,1,0,0,11501,11520,Improved IT support/networking
L11501-11520-14,1,0,0,11501,11520,Improved vendor support/service
L11501-11520-15,1,0,0,11501,11520,New or improved equipment/instrumentation
L11501-11520-16,1,0,0,11501,11520,Internal/external audits with recommendations
L11501-11520-17,1,0,0,11501,11520,Creation of team to implement action plan
L11501-11520-18,1,0,0,11501,11520,New procedures
L11501-11520-19,1,0,0,11501,11520,Improved procedure
L11501-11520-2,1,0,0,11501,11520,Increased attention to detail
L11501-11520-20,1,0,0,11501,11520,Procedural checklist
L11501-11520-21,1,0,0,11501,11520,Custom Attribute
L11501-11520-3,1,0,0,11501,11520,"Increased oversight, supervision, or leadership"
L11501-11520-4,1,0,0,11501,11520,Improved methods of communication
L11501-11520-5,1,0,0,11501,11520,Improved communication thru team huddles or meetings
