ID,CATLEVEL,DESCRIPTION
11516,3,Custom attribute SL 2
11517,3,Custom attribute SL 3
11518,3,Custom attribute SL 4
11519,3,Custom attribute SL 5 (Least Severe)
11520,2,Electronic Imager
11521,3,Images not taken prior to 1st fx
11522,3,Initial images not approved before 1st fx
11523,3,Initial images not taken of all fields
11524,3,Images associated with wrong location/field
11525,3,Images not saved
11526,3,Images not imported
11527,3,Images assigned to wrong patient
11528,3,Weekly images not acquired
11529,3,Weekly images not approved
11530,3,Port images - treatment MUs incorrect in R&V
11531,3,Port images - open exposure MUs incorrect in R&V
11532,3,Port images - dose coefficient incorrect in R&V
11533,3,Image contrast/brightness poor
11534,3,Image ruler not calibrated
11535,3,Custom attribute SL 1 (Most Severe)
11536,3,Custom attribute SL 2
11537,3,Custom attribute SL 3
11538,3,Custom attribute SL 4
11539,3,Custom attribute SL 5 (Least Severe)
11540,1,Treatment Delivery
11541,2,Patient Setup
11542,3,Immobilization device miss.
11543,3,Field alignment > 2 mm
11544,3,Fields incorr. entered in R&V
11545,3,Custom attribute SL 1 (Most Severe)
11546,3,Custom attribute SL 2
11547,3,Custom attribute SL 3
11548,3,Custom attribute SL 4
11549,3,Custom attribute SL 5 (Least Severe)
11550,2,Beam Modifiers
11551,3,Wrong blocks used
11552,3,"Blocks required, no blocks used"
11553,3,Blocks cut incorr.
11554,3,Hand set blocks mounted incorr.
11555,3,Custom blocks mounted incorr.
11556,3,Blocks used in incorr. orientation
11557,3,Block checks miss./late
11558,3,Wrong bolus used
11559,3,"Bolus required, no bolus used"
11560,3,Bolus thickness incorr.
11561,3,Bolus dimensions incorr.
11562,3,"Compensator required, no compensator used"
11563,3,Compensator dimensions incorr.
11564,3,Wrong Pb cutout used
11565,3,"Pb cutout required, no cutout used"
11566,3,Pb cutout fit incorr.
11567,3,Pb cutout dimensions incorr.
11568,3,Wrong fixed wedge used
11569,3,"Fixed wedges required, no wedges used"
11570,3,Fixed wedge used in incorr. orientation
11571,3,Wrong dynamic wedge used
11572,3,"Dynamic wedges required, no wedges used"
11573,3,Dynamic wedge used in incorr. orientation
11574,3,Custom attribute SL 1 (Most Severe)
11575,3,Custom attribute SL 2
11576,3,Custom attribute SL 3
11577,3,Custom attribute SL 4
11578,3,Custom attribute SL 5 (Least Severe)
11579,2,Administration of Radiation
11580,3,Tx without prescription
11581,3,Tx with wrong mode of treatment (X or e-)
11582,3,Wrong treatment site
11583,3,Tx of wrong patient
11584,3,Custom attribute SL 1 (Most Severe)
11585,3,Custom attribute SL 2
11586,3,Custom attribute SL 3
11587,3,Custom attribute SL 4
11588,3,Custom attribute SL 5 (Least Severe)
11589,2,Accelerator
11590,3,Daily linac output constancy miss./late
11591,3,Daily linac mechanical checks miss./late
11592,3,Daily linac laser checks miss./late
11593,3,Weekly linac mechanical checks miss./late
11594,3,Monthly linac mechanical checks miss./late
11595,3,Monthly linac output constancy miss./late
11596,3,Monthly linac energy constancy miss./late
11597,3,Monthly linac light vs radiation field coincidence checks miss./late
11598,3,Monthly linac flatness and symmetry constancy miss./late
11599,3,Monthly linac radiographic filming of graticule miss./late
11600,3,Annual linac calibration miss./late
11601,3,Annual TLD output & energy checks miss./late
11602,3,Full linac calibration not performed when monthly output differs by > 5%
11603,3,"Linac measurement exceeding tolerance, no action taken"
11604,3,Custom attribute SL 1 (Most Severe)
11605,3,Custom attribute SL 2
11606,3,Custom attribute SL 3
11607,3,Custom attribute SL 4
11608,3,Custom attribute SL 5 (Least Severe)
11609,2,Simulator
11610,3,Daily CT sim phantom checks miss./late
11611,3,Daily CT sim laser checks miss./late
11612,3,Monthly CT sim phantom checks miss./late
11613,3,Annual CT sim calibration miss./late
11614,3,Daily conventional sim mechanical checks miss./late
11615,3,Daily conventional sim laser checks miss./late
11616,3,Weekly conventional sim mechanical checks miss./late
11617,3,Monthly conventional sim mechanical checks miss./late
11618,3,Monthly conventional sim light vs radiation field coincidence checks miss./late
11619,3,Monthly conventional sim fluoroscopic image resolution test miss./late
11620,3,Monthly conventional sim collision avoidance checks miss./late
11621,3,Annual conventional sim calibration miss./late
11622,3,"CT/conventional sim measurement exceeding tolerance, no action taken"
11623,3,Custom attribute SL 1 (Most Severe)
11624,3,Custom attribute SL 2
11625,3,Custom attribute SL 3
11626,3,Custom attribute SL 4
11627,3,Custom attribute SL 5 (Least Severe)
11628,2,Equipment
11629,3,Annual output constancy device calibration miss./late
11630,3,Two-year ion chamber/electrometer calibration miss./late
11631,3,Annual ion chamber/electrometer intercomparison miss./late
11632,3,Monthly diode calibration miss./late
11633,3,Weekly film processor sensitometry miss./late
11634,3,Diagnostic kit annual calibration miss./late
11635,3,"Equipment measurement exceeding tolerance, no action taken"
11636,3,Custom attribute SL 1 (Most Severe)
11637,3,Custom attribute SL 2
11638,3,Custom attribute SL 3
11639,3,Custom attribute SL 4
11640,3,Custom attribute SL 5 (Least Severe)
11641,2,Tx Planning Computer
11642,3,Daily digitizer/plotter reproducibility test miss./late
11643,3,Monthly Tx planning computer checksum miss./late
11644,3,Initial commissioning of Tx planning/dose calc programs miss./late
11645,3,Tests after Tx planning program modifications/upgrades miss./late
11646,3,Annual recommissioning of Tx planning computer miss./late
11647,3,"Tx planning computer parameter exceeding tolerance, no action taken"
11648,3,Custom attribute SL 1 (Most Severe)
11649,3,Custom attribute SL 2
11650,3,Custom attribute SL 3
11651,3,Custom attribute SL 4
11652,3,Custom attribute SL 5 (Least Severe)
11653,2,IMRT
11654,3,Daily Static MLC Pattern check
11655,3,Semi-weekly Picket Fence film constancy miss./late
11656,3,Semi-weekly Test Pattern film constancy miss./late
11657,3,Monthly Long-Term Stability of DMLC Output constancy miss./late
11658,3,Monthly Stability of DMLC Output vs Gantry/Collimator Angles constancy miss./late
11659,3,Patient specific computer vs film/array fluence analysis not performed
11660,3,Patient specific microchamber measurements not performed
11661,3,"IMRT measurement exceeding tolerance, no action taken"
11662,3,Custom attribute SL 1 (Most Severe)
11663,3,Custom attribute SL 2
11664,3,Custom attribute SL 3
11665,3,Custom attribute SL 4
11666,3,Custom attribute SL 5 (Least Severe)
11667,2,Checks
11668,3,Initial verification of Tx information (non-R&V) miss./late
11669,3,Calc check miss./late
11670,3,Calc check incomplete
11671,3,Weekly therapists chart checks miss./late
11672,3,Weekly physics chart checks miss./late
11673,3,Manual Tx w/o prior approval (R&V)
11674,3,Visual configuration check of new blocks miss./late
11675,3,Visual alignment check of new trays miss./late
11676,3,"Check/test exceeding tolerance, no action taken"
11677,3,Custom attribute SL 1 (Most Severe)
11678,3,Custom attribute SL 2
11679,3,Custom attribute SL 3
11680,3,Custom attribute SL 4
11681,3,Custom attribute SL 5 (Least Severe)
11682,2,Training
11683,3,New employee QA training miss./late
11684,3,Locum employee QA training miss./late
11685,3,Annual refresher QA training miss./late
11686,3,Custom attribute SL 1 (Most Severe)
11687,3,Custom attribute SL 2
11688,3,Custom attribute SL 3
11689,3,Custom attribute SL 4
11690,3,Custom attribute SL 5 (Least Severe)
11691,2,Accelerator
11692,3,Daily linac visual monitoring system check miss./late
11693,3,Daily linac audio monitoring system check miss./late
11694,3,Custom attribute SL 1 (Most Severe)
11695,3,Custom attribute SL 2
11696,3,Custom attribute SL 3
11697,3,Custom attribute SL 4
11698,3,Custom attribute SL 5 (Least Severe)
11699,2,Equipment
11700,3,Sim lasers inoperable  2
11701,3,Linac lasers inoperable  2
11702,3,Linac visual monitoring system inoperable
11703,3,Sim lasers inoperable
11704,3,Linac lasers inoperable
11705,3,Linac visual monitoring system inoperable
11706,3,Linac audio monitoring system inoperable
11707,3,Linac emergency-off switches inoperable
11708,3,Custom attribute SL 1 (Most Severe)
11709,3,Custom attribute SL 2
11710,3,Custom attribute SL 3
11711,3,Custom attribute SL 4
11712,3,Custom attribute SL 5 (Least Severe)
11713,2,Meetings
11714,3,Weekly chart rounds miss./late
11715,3,Quarterly QIC meeting miss./late
11716,3,Quorum not established at QIC meeting
11717,3,Custom attribute SL 1 (Most Severe)
11718,3,Custom attribute SL 2
11719,3,Custom attribute SL 3
11720,3,Custom attribute SL 4
11721,3,Custom attribute SL 5 (Least Severe)
11722,3,Linac keys not secured
11723,3,"Daily linac ""beam-on"" light check miss./late"
11724,3,"Daily linac ""beam-on"" light check miss./late"
11725,3,Daily linac door interlock check miss./late
11726,3,Daily linac visual monitoring system check miss./late
11727,3,Daily linac audio monitoring system check miss./late
11728,3,Monthly linac emergency-off checks miss./late
11729,3,Custom attribute SL 1 (Most Severe)
11730,3,Custom attribute SL 2
11731,3,Custom attribute SL 3
11732,3,Custom attribute SL 4
11733,3,Custom attribute SL 5 (Least Severe)
11734,3,Survey meter inoperable
11735,3,Daily survey meter check miss./late
11736,3,Annual survey meter calibration miss./late
11737,3,Area monitor inoperable
11738,3,Annual area monitor calibration miss./late
11739,3,Sim door interlock inoperable
11740,3,"Sim ""beam-on"" light inoperable"
11741,3,Sim lasers inoperable
11742,3,Sim emergency-off switches inoperable
11743,3,Linac door interlock inoperable
11744,3,"Linac ""beam-on"" light inoperable"
11745,3,Linac lasers inoperable
11746,3,Linac visual monitoring system inoperable
11747,3,Linac audio monitoring system inoperable
11748,3,Linac emergency-off switches inoperable
11749,3,Custom attribute SL 1 (Most Severe)
11750,3,Custom attribute SL 2
11751,3,Custom attribute SL 3
11752,3,Custom attribute SL 4
11753,3,Custom attribute SL 5 (Least Severe)
11754,2,Simulator
11755,3,"Daily CT sim ""beam-on"" light check miss./late"
11756,2,Radiation Monitoring
11757,3,Personnel radiation monitor not issued when required
11758,2,Postings
11759,3,Radiation areas not posted with required signs
11760,2,Reviews
11761,3,Monthly review of personnel radiation monitor exposures miss./late
11762,2,Meetings
11763,3,RSC meeting miss./late
11764,2,Training
11765,3,New employee RS training miss./late
11766,3,Monthly CT sim emergency-off checks miss./late
11767,3,Monthly CT sim door interlock check miss./late
11768,3,"Daily conventional sim ""beam-on"" light check miss./late"
11769,3,Monthly conventional sim emergency-off checks miss./late
11770,3,Monthly conventional sim door interlock check miss./late
11771,3,Custom attribute SL 1 (Most Severe)
11772,3,Custom attribute SL 2
11773,3,Custom attribute SL 3
11774,3,Custom attribute SL 4
11775,3,Custom attribute SL 5 (Least Severe)
11776,3,Personnel radiation monitor not worn
11777,3,Personnel radiation monitor not returned to board
11778,3,Personnel radiation monitor lost
11779,3,Monthly exchange of personnel radiation monitors miss./late
11780,3,Quarterly exchange of area radiation monitors miss./late
11781,3,Occupational dose received in excess of limit
11782,3,Dose limit exceeded for individual member of public
11783,3,Declared pregnant woman documentation miss./late
11784,3,Determination of prior occupational dose miss./late
11785,3,Custom attribute SL 1 (Most Severe)
11786,3,Custom attribute SL 2
11787,3,Custom attribute SL 3
11788,3,Custom attribute SL 4
11789,3,Custom attribute SL 5 (Least Severe)
11790,3,Radiation areas posted with incorrect signs
11791,3,Access to restricted area not controlled
11792,3,Notice to workers not posted
11793,3,Custom attribute SL 1 (Most Severe)
11794,3,Custom attribute SL 2
11795,3,Custom attribute SL 3
11796,3,Custom attribute SL 4
11797,3,Custom attribute SL 5 (Least Severe)
11798,3,Monthly review of personnel radiation monitor exposures miss./late
11799,3,Review of occupational doses > investigational levels miss./late
11800,3,Quarterly review of area monitor exposure miss./late
11801,3,Annual review of RS program miss./late
11802,3,Annual review of ALARA program miss./late
11803,3,Annual review of QMP miss./late
11804,3,Custom attribute SL 1 (Most Severe)
11805,3,Custom attribute SL 2
11806,3,Custom attribute SL 3
11807,3,Custom attribute SL 4
11808,3,Custom attribute SL 5 (Least Severe)
11809,3,RSC meeting miss./late
11810,3,Quorum not established at RSC meeting
11811,3,"RSC meeting conducted, minutes not maintained"
11812,3,Custom attribute SL 1 (Most Severe)
11813,3,Custom attribute SL 2
11814,3,Custom attribute SL 3
11815,3,Custom attribute SL 4
11816,3,Custom attribute SL 5 (Least Severe)
11817,3,New employee RS training miss./late
11818,3,New employee QMP training miss./late
11819,3,Locum employee RS training miss./late
11820,3,Annual refresher RS training miss./late
11821,3,Annual refresher QMP training miss./late
11822,3,Custom attribute SL 1 (Most Severe)
11823,3,Custom attribute SL 2
11824,3,Custom attribute SL 3
11825,3,Custom attribute SL 4
11826,3,Custom attribute SL 5 (Least Severe)
11827,3,Locum employee RS training miss./late
11828,3,Annual refresher RS training miss./late
11829,3,Annual refresher QMP training miss./late
11830,3,Custom attribute SL 1 (Most Severe)
11831,3,Custom attribute SL 2
11832,3,Custom attribute SL 3
11833,3,Custom attribute SL 4
11834,3,Custom attribute SL 5 (Least Severe)
11835,4,Test
11836,3,Test
11837,2,Patient Setup
11838,3,Field note incorr./miss.
11839,3,Sim note incorr./miss.
11840,3,ID photo incorr./miss.
11841,3,Field setup photos incorr./miss.
11842,3,Custom attribute SL 1 (Most Severe)
11843,3,Custom attribute SL 2
11844,3,Custom attribute SL 3
11845,3,Custom attribute SL 4
11846,3,Custom attribute SL 5 (Least Severe)
11847,2,Patient Setup
11848,3,Field note incorr./miss.
11849,3,Sim note incorr./miss.
11850,3,ID photo incorr./miss.
11851,3,Field setup photos miss./incorr
11852,3,Custom attribute SL 1 (Most Severe)
11853,3,Custom attribute SL 2
11854,3,Custom attribute SL 3
11855,3,Custom attribute SL 4
11856,3,Custom attribute SL 5 (Least Severe)
11857,3,RTT note incorr./miss.
11858,3,Field note incorr./miss.
11859,3,Sim note incorr./miss.
11860,3,Field setup photos incorr./miss.
11861,3,Custom attribute SL 1 (Most Severe)
11862,3,Custom attribute SL 2
11863,3,Custom attribute SL 3
11864,3,Custom attribute SL 4
11865,3,Custom attribute SL 5 (Least Severe)
11866,2,Simulation Notes
11867,3,CT sim note not completed
11868,3,Field verification sim note not completed
11869,3,Tx planning sim note not completed
11870,3,Special physics consult request not completed
11871,3,Custom Attribute SL I
11872,3,Custom attribute I
11873,3,Custom attribute SL I
11874,3,Custom attribute SL II
11875,3,Custom atribute SL 1
11876,3,Custom attribute SL 2
11877,3,Custom attribute SL 3
11878,3,Custom attribute SL 4
11879,3,Custom attribute SL 5 (Least Severe)
11880,3,Custom attribute SL 1 (Most Severe)
11881,3,Custom attribute SL 2
11882,3,Custom attribute SL 3
11883,3,Custom attribute SL 4
11884,3,Custom attribute SL 5 (Least Severe)
11885,2,Simulation Notes
11886,3,CT sim note not completed
11887,3,Field verification sim note not completed
11888,3,Isocenter verification sim note not completed
11889,3,Tx planning sim note not completed
11890,3,Electron boost sim note not completed
11891,3,Special physics consultation request not completed
11892,3,Custom attribute SL 1 (Most Severe)
11893,3,Custom attribute SL 2
11894,3,Custom attribute SL 3
11895,3,Custom attribute SL 4
11896,3,Custom attribute SL 5 (Least Severe)
11897,3,Initial images visually but not electronically approved
11898,3,Custom attribute SL 1 (Most Severe)
11899,3,Custom attribute SL 2
11900,3,Custom attribute SL 3
11901,3,Custom attribute SL 4
11902,3,Custom attribute SL 5 (Least Severe)
11903,3,Initial images visually but not electronically approved
11904,3,Tattoos or maks incorr./miss.
11905,4,Custom attribute SL 1 (Most Severe)
11906,3,Custom attribute SL 1 (Most Severe)
11907,4,Custom attribute SL 2
11908,3,Custom attribute SL 2
11909,3,Custom attribute SL 3
11910,3,Custom attribute SL 4
11911,3,Custom attribute SL 5 (Least Severe)
11912,3,Tattoos or marks miss./incorr.
11913,3,Tattoos or marks incorr./miss.
11914,3,Shifts from CT user origin to CAX incorr./miss.
11915,3,Shifts from CT user origin to CAX incorr./miss.
11916,3,Tx appointment late - No RO onsite
11917,3,Tx appointment cancelled - no RO onsite
11918,3,Tx appointment late - no RO onsite
11919,4,Tx appointment cancelled - no RO onsite
11920,3,Tx appointment cancelled - no RO onsite
11921,3,Tx without RO onsite
11922,3,Final chart audits not completed within 30 days
11923,3,Final chart audits late/miss.
11924,2,Audits
11925,3,Final chart audits miss./late
11926,3,Custom attribute SL 1 (Most Severe)
11927,3,Custom attribute SL 2
11928,3,Custom attribute SL 3
11929,3,Custom attribute SL 4
11930,3,Custom attribute SL 5 (Least Severe)
11931,3,Tx appt. late (Medicare) - No RO onsite
11932,3,Tx appt. cancelled (Medicare) - No RO onsite
11933,3,Tx (Medicare) without RO onsite
11934,3,Tx appt. late (non-Medicare) - No MD onsite
11935,3,Tx appt. cancelled (non-Medicare) - No MD onsite
11936,1,Patient Prep
11937,2,Patient Prep
11938,2,Labs
11939,2,Orders
11940,2,Labs
11941,2,Patient Prep
11942,3,Order miss.
11943,3,Ordered study incorr./miss.
11944,3,Order not signed
11945,3,Orders do not match on 91 vs. authorization forms
11946,3,Custom attribute SL1
11947,3,Custom attribute SL 1 (Most Severe)
11948,3,Custom attribute SL 2
11949,3,Order not dated
11950,3,Wrong study ordered
11951,3,Order not signed
11952,3,Order not dated
11953,3,"Contrast prep intended, not ordered"
11954,3,Custom attribute SL 1 (Most Severe)
11955,3,Custom attribute SL 2
11956,3,Custom attribute SL 3
11957,3,Custom attribute SL 4
11958,3,Custom attribute SL 5 (Least Severe)
11959,3,Oders on 91 form vs authorization form do not match
11960,3,Orders do not match on 91 form vs auth. form
11961,3,Custom attribute SL 1 (Most Severe)
11962,3,Custom attribute SL 2
11963,3,Custom attribute SL 3
11964,3,Custom attribute SL 4
11965,3,Custom attribute SL 5 (Least Severe)
11966,3,No labs drawn
11967,3,No labs drawn - BUN/creatinine
11968,3,"Labs drawn, results not back"
11969,3,"Labs drawn, results not entered in EMR"
11970,3,Adnormal lab results not reported
11971,3,Custom attribute SL 1 (Most Severe)
11972,3,Custom attribute SL 2
11973,3,Custom attribute SL 3
11974,3,Custom attribute SL 4
11975,3,Custom attribute SL 1 (Most Severe)
11976,3,Custom attribute SL 5 (Least Severe)
11977,3,Patient did not take contrast prep (barium)
11978,3,Contrast prep (barium) not taken
11979,3,Prep instructions incorr./miss.
11980,3,Contrast prep (barium) taken at wrong time
11981,3,Prep diet not followed
11982,3,Food consumed before scan
11983,3,Custom attribute SL 1 (Most Severe)
11984,3,Custom attribute SL 2
11985,3,Custom attribute SL 3
11986,3,Custom attribute SL 4
11987,3,Custom attribute SL 5 (Least Severe)
11988,3,Region of interest missed
11989,3,Patient moved during scan
11990,3,Scan label incorr./miss.
11991,3,Patient arrives on wrong date
11992,3,Patient arrives on wrong date/time
11993,3,Orders do not match on 91 form vs authorization form
11994,1,PET/CT Simulation
11995,2,Patient Scan
11996,2,Images
11997,2,Laser Alignment System
11998,2,Patient Setup
11999,2,Labs
12000,2,Rx/Orders
12001,2,Rx/Orders
12002,2,Labs
12003,2,Patient Prep
12004,2,Test
12005,3,Test
12006,3,Patient position not flat/straight
12007,3,Patient position - protocol vs table incorr.
12008,3,Patient position not flat/straight
12009,3,Patient registration data incorr./miss.
12010,3,Scan protocol for region incorr.
12011,3,"Series (scout, axial, etc.) incorr."
12012,3,FOV  incorr.
12013,3,"Patient centering (AP/PA, RL/LL) incorr."
12014,3,"Scan type (axial, helical) incorr."
12015,3,Orientation of patient vs. Tx planning computer incorr.
12016,3,Axial/helical thickness incorr.
12017,3,Gantry tilt incorr.
12018,3,"Poor technique factors (kVp, mA)"
12019,3,Region of interest missed
12020,3,Patient moved during scan
12021,3,Scan label incorr./miss.
12022,3,Custom attribute SL 1 (Most Severe)
12023,3,Custom attribute SL 2
12024,3,Custom attribute SL 3
12025,3,Custom attribute SL 4
12026,3,Custom attribute SL 5 (Least Severe)
12027,2,Images
12028,3,Reconstruction of wrong scan data
12029,3,"Reconstruction type (soft, bone) incorr."
12030,3,"Image filter (smooth, edge) incorr."
12031,3,Matrix size incorr.
12032,3,Custom attribute SL 1 (Most Severe)
12033,3,Custom attribute SL 2
12034,3,Custom attribute SL 3
12035,3,Custom attribute SL 4
12036,3,Custom attribute SL 5 (Least Severe)
12037,2,Laser Alignment System
12038,3,Lasers Z1-Z3 not at isocenter
12039,3,Z1-Z3 alignment error > 1 mm
12040,3,CT and laser 0 not equal
12041,3,Fudicials vs laser marks > 1mm
12042,3,Custom attribute SL 1 (Most Severe)
12043,3,Custom Attribute SL 2
12044,3,Custom Attribute SL 3
12045,3,Custom Attribute SL 4
12046,3,Custom attribute SL 5 (Least Severe)
12047,2,Patient Setup
12048,3,Field note incorr./miss.
12049,3,Dose coefficients for Tx fields incorr./miss.
12050,3,ID photo incorr./miss.
12051,3,Field setup photos incorr./miss.
12052,3,Tattoos or maks incorr./miss.
12053,3,Custom attribute SL 1 (Most Severe)
12054,3,Custom attribute SL 2
12055,3,Custom attribute SL 3
12056,3,Custom attribute SL 4
12057,3,Custom attribute SL 5 (Least Severe)
12058,2,Rx/Orders
12059,3,Order miss.
12060,3,Wrong study ordered
12061,3,Order not signed
12062,3,Rx/order not dated
12063,3,Rx/order miss.
12064,3,Wrong study ordered
12065,3,Rx/order not signed
12066,3,Rx/order not dated
12067,4,Orders do not match on 91 form vs authorization form
12068,3,Orders do not match on 91 form vs authorization form
12069,3,Custom attribute SL 1 (Most Severe)
12070,3,Custom attribute SL 2
12071,3,Custom attribute SL 3
12072,3,Custom attribute SL 4
12073,3,Custom attribute SL 5 (Least Severe)
12074,2,No labs drawn - BUN/creatinine
12075,2,Labs
12076,3,No labs drawn - BUN/creatinine
12077,3,"Labs drawn, results not back"
12078,3,"Labs drawn, results not entered in EMR"
12079,3,Adnormal lab results not reported
12080,3,Custom attribute SL 1 (Most Severe)
12081,3,Custom attribute SL 2
12082,3,Custom attribute SL 3
12083,3,Custom attribute SL 4
12084,3,Custom attribute SL 5 (Least Severe)
12085,2,Patient Prep
12086,3,Contrast prep (barium) not taken
12087,3,Prep instructions incorr./miss.
12088,3,Contrast prep (barium) taken at wrong time
12089,3,Prep diet not followed
12090,3,Food consumed before scan
12091,3,Custom attribute SL 1 (Most Severe)
12092,3,Custom attribute SL 2
12093,3,Custom attribute SL 3
12094,3,Custom attribute SL 4
12095,3,Custom attribute SL 5 (Least Severe)
12096,1,PET/CT Simulation
12097,2,Patient Scan
12098,2,Images
12099,2,Laser Alignment System
1210,3,Prescription site
12100,2,Patient Setup
12101,3,Patient position not flat/straight
12102,3,Patient position - protocol vs table incorr.
12103,3,Patient position not flat/straight
12104,3,Patient registration data incorr./miss.
12105,3,Scan protocol for region incorr.
12106,3,"Series (scout, axial, etc.) incorr."
12107,3,FOV  incorr.
12108,3,"Patient centering (AP/PA, RL/LL) incorr."
12109,3,"Scan type (axial, helical) incorr."
1211,3,Field name
12110,3,Orientation of patient vs. Tx planning computer incorr.
12111,3,Axial/helical thickness incorr.
12112,3,Gantry tilt incorr.
12113,3,"Poor technique factors (kVp, mA)"
12114,3,Region of interest missed
12115,3,Patient moved during scan
12116,3,Scan label incorr./miss.
12117,3,Custom attribute SL 1 (Most Severe)
12118,3,Custom attribute SL 2
12119,3,Custom attribute SL 3
1212,3,Machine
12120,3,Custom attribute SL 4
12121,3,Custom attribute SL 5 (Least Severe)
12122,3,Reconstruction of wrong scan data
12123,3,"Reconstruction type (soft, bone) incorr."
12124,3,"Image filter (smooth, edge) incorr."
12125,3,Matrix size incorr.
12126,3,Custom attribute SL 1 (Most Severe)
12127,3,Custom attribute SL 2
12128,3,Custom attribute SL 3
12129,3,Custom attribute SL 4
1213,3,Type
12130,3,Custom attribute SL 5 (Least Severe)
12131,3,Lasers Z1-Z3 not at isocenter
12132,3,Z1-Z3 alignment error > 1 mm
12133,3,"CT and laser ""0"" not equal"
12134,3,Fudicials vs laser marks > 1mm
12135,3,Custom attribute SL 1 (Most Severe)
12136,3,Custom attribute SL 2
12137,3,Custom attribute SL 3
12138,3,Custom attribute SL 4
12139,3,Custom attribute SL 5 (Least Severe)
1214,3,Modality
12140,3,"Patient centering (AP/PA, RL/LL) incorr."
12141,3,"Scan type (axial, helical) incorr."
12142,3,Orientation of patient vs. Tx planning  computer incorr.
12143,3,Axial/helical thickness incorr.
12144,3,Gantry tilt incorr.
12145,3,Custom attribute SL 1 (Most Severe)
12146,3,Custom attribute SL 2
12147,3,Custom attribute SL 3
12148,3,Custom attribute SL 4
12149,3,Custom attribute SL 5 (Least Severe)
1215,3,Energy
12150,3,Sim note incorr./miss.
12151,3,Field note incorr./miss.
12152,3,ID photo incorr./miss.
12153,3,Sim note incorr./miss.
12154,3,ID photo incorr./miss.
12155,3,Field setup photos incorr./miss.
12156,3,Tattoos or marks incorr./miss.
12157,3,Custom attribute SL 1 (Most Severe)
12158,3,Custom attribute SL 2
12159,3,Custom attribute SL 3
1216,3,MU
12160,3,Custom attribute SL 4
12161,3,Custom attribute SL 5 (Least Severe)
12162,2,Test
12163,2,Home Care/Residence
12164,3,Facility/hospice incorr./miss.
12165,3,Phone incorr./miss.
12166,3,Contact nurse incorr./miss.
12167,3,Contact social worker incorr./miss.
12168,3,Custom attribute SL 1 (Most Severe)
12169,3,Custom attribute SL 2
1217,3,Dose > 3%
12170,3,Custom attribute SL 3
12171,3,Custom attribute SL 4
12172,3,Custom attribute SL 5 (Least Severe)
12173,3,Custom attribute SL 1 (Most Severe)
12174,3,Custom attribute SL 2
12175,3,Custom attribute SL 3
12176,3,Custom attribute SL 4
12177,3,Custom attribute SL 5 (Least Severe)
12178,3,Custom attribute SL 1 (Most Severe)
12179,3,Custom attribute SL 2
1218,3,Dose < 3%
12180,3,Custom attribute SL 3
12181,3,Custom attribute SL 4
12182,3,Custom attribute SL 5 (Least Severe)
12183,3,"Lasers X, Y, Z offset (laser to scan plane) not correct"
12184,3,X-Z alignment error > 1.5 mm
12185,3,CT and laser ?0? not equal
12186,3,CT and laser 0 not equal
12187,3,Fudicials vs laser marks > 1.5mm
12188,4,Custom attribute SL 1 (Most Severe)
12189,3,Custom attribute SL 1 (Most Severe)
1219,3,Incorrect wedge angle
12190,3,Custom attribute SL 2
12191,3,Custom attribute SL 3
12192,3,Custom attribute SL 4
12193,3,Custom attribute SL 5 (Least Severe)
12194,3,Order miss.
12195,3,Wrong anatomy
12196,3,Order not approved
12197,3,Order not dated
12198,3,Custom attribute SL 1 (Most Severe)
12199,3,Custom attribute SL 2
1220,3,Incorrect wedge orientation
12200,3,Custom attribute SL 3
12201,3,Custom attribute SL 4
12202,3,Custom attribute SL 5 (Least Severe)
12203,3,Prep not taken
12204,3,Prep instructions incorr./miss.
12205,3,Enema prep taken at wrong time/miss.
12206,3,Prep diet not followed
12207,3,Food consumed before scan
12208,3,Custom attribute SL1 (Most Severe)
12209,3,Custom attribute SL 2
1221,3,"No wedge specified, wedge in plan"
12210,3,Custom attribute SL 3
12211,3,Custom attribute SL 4
12212,3,Custom attribute SL 5 (Least Severe)
12213,3,PET/MRI/CT image fusion incorr.
12214,3,Photon or electron algorithm used incorr.
12215,3,Plan not approved
12216,3,Tx not approved
12217,3,DRRs incorr./miss.
12218,3,Shifts from CT user origin to CAX incorr./miss.
12219,3,Custom attribute SL1 (Most Severe)
1222,3,Incorrect compensator
12220,3,Custom attribute SL 2
12221,3,Custom attribute SL 3
12222,3,Custom attribute SL 4
12223,3,Custom attribute SL 5 (Least Severe)
12224,3,Field size incorr./miss.
12225,3,Dose calc. not signed/approved
12226,3,Custom attribute SL1 (Most Severe)
12227,3,Custom attribute SL 2
12228,3,Custom attribute SL 3
12229,3,Custom attribute SL 4
1223,3,"No comp specified, comp in plan"
12230,3,Custom attribute SL 5 (Least Severe)
12231,3,Pb cutouts cur incurr.
12232,3,Custom attribute SL 1 (Most Severe)
12233,3,Custom attribute SL 2
12234,3,Custom attribute SL 3
12235,3,Custom attribute SL 4
12236,3,Custom attribute SL 5 (Least Severe)
12237,3,Pb cutouts cut incorr.
12238,3,Custom attribute SL 1 (Most Severe)
12239,3,Custom attribute SL 2
1224,3,Incorrect block entered
12240,3,Custom attribute SL 3
12241,3,Custom attribute SL 4
12242,3,Custom attribute SL 5 (Least Severe)
12243,3,Custom attribute SL 1 (Most Severe)
12244,3,Custom attribute SL 2
12245,3,Custom attribute SL 3
12246,3,Custom attribute SL 4
